ResponseId,Age,EdLevel,Employment,WorkExp,YearsCode,DevType,OrgSize,ICorPM,RemoteWork,Industry,Country,Currency,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd,currency_code,currency_name,age_mid,age_known,exp_gt_code,ed_ordinal,ed_level_clean,employment_group,has_employer,job_block_missing,org_size_mid,org_size_log,org_size_cat,ic_or_pm,is_manager,remote_ordinal,remote_3cat,remote_cat,industry_clean,country_clean,region,country_grouped,paid_in_hard_currency,dev_type_clean,dev_type_grouped,role_family,n_lang,lang_answered,lang_javascript,lang_html_css,lang_sql,lang_python,lang_typescript,lang_bash_shell_all_shells,lang_c_sharp,lang_java,lang_powershell,lang_c_plus_plus,lang_go,lang_php,lang_c,lang_rust,lang_kotlin,n_db,db_answered,db_postgresql,db_mysql,db_sqlite,db_redis,db_microsoft_sql_server,db_mongodb,db_mariadb,db_elasticsearch,db_dynamodb,db_oracle,db_bigquery,db_supabase,salary_suspect_low,log_salary
16712,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,7.0,15.0,Product manager,20 to 99 employees,People manager,In-person,Software Development,Italy,EUR European Euro,C#;C++;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,58007.0,EUR,European Euro,29.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,60.0,1.7781512503836436,20 to 99 employees,People manager,1.0,0.0,In-person,In-person,Software Development,Italy,Southern Europe,Italy,True,Product manager,Other role,Management,11.0,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,6.0,True,True,True,False,False,True,True,True,False,False,False,False,False,False,10.968318971901319
16713,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,10.0,"Developer, back-end",20 to 99 employees,Individual contributor,In-person,Other,United States of America,USD United States dollar,Bash/Shell (all shells);C;Java;MicroPython;Python,MongoDB,80000.0,USD,United States dollar,29.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,60.0,1.7781512503836436,20 to 99 employees,Individual contributor,0.0,0.0,In-person,In-person,Other,United States,North America,United States,True,"Developer, back-end","Developer, back-end",Engineering,5.0,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,11.289781913656018
1672,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,28.0,33.0,DevOps engineer or professional,Less than 20 employees,Individual contributor,In-person,Energy,Slovenia,EUR European Euro,Bash/Shell (all shells);C;C++;SQL,PostgreSQL,46406.0,EUR,European Euro,49.5,True,False,7.0,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,True,False,10.0,1.0,Less than 20 employees,Individual contributor,0.0,0.0,In-person,In-person,Energy,Slovenia,Eastern Europe/Central Asia,Other: Eastern Europe/Central Asia,True,DevOps engineer or professional,DevOps engineer or professional,Infrastructure,4.0,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,1.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,10.745184040199312
16733,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,14.0,14.0,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Belgium,EUR European Euro,C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL,Cosmos DB;Microsoft SQL Server;SQLite,90491.0,EUR,European Euro,39.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,10.0,1.0,Less than 20 employees,Individual contributor,0.0,1.0,Hybrid,"Hybrid (some remote, leans heavy to in-person)",Software Development,Belgium,Western/Northern Europe,Belgium,True,"Developer, full-stack","Developer, full-stack",Engineering,8.0,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,3.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,11.413005677228973
16750,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,5.0,15.0,Academic researcher,Less than 20 employees,,In-person,Manufacturing,Taiwan,TWD New Taiwan dollar,C;C#;C++;MATLAB;PowerShell;Python,,27109.0,TWD,New Taiwan dollar,29.5,True,False,6.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,True,False,10.0,1.0,Less than 20 employees,Unknown,,0.0,In-person,In-person,Manufacturing,Taiwan,East/Southeast Asia,Other: East/Southeast Asia,False,Academic researcher,Academic researcher,Data/AI,6.0,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,,False,,,,,,,,,,,,,False,10.207621055054725
1677,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,18.0,,"Developer, back-end",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Fintech,Slovenia,EUR European Euro,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL,Microsoft SQL Server;SQLite,62648.0,EUR,European Euro,39.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,300.0,2.4771212547196626,100 to 499 employees,Individual contributor,0.0,2.0,Hybrid,"Hybrid (some in-person, leans heavy to flexibility)",Fintech,Slovenia,Eastern Europe/Central Asia,Other: Eastern Europe/Central Asia,True,"Developer, back-end","Developer, back-end",Engineering,6.0,True,True,True,True,False,False,True,True,False,True,False,False,False,False,False,False,2.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,11.045287036430773
16777,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,25.0,"Developer, full-stack",20 to 99 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,France,EUR European Euro,C#;HTML/CSS;JavaScript;PowerShell;SQL;Visual Basic (.Net),MariaDB;Microsoft SQL Server;MySQL;Oracle;SQLite,121815.0,EUR,European Euro,39.5,True,False,6.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,True,False,60.0,1.7781512503836436,20 to 99 employees,People manager,1.0,1.0,Hybrid,"Hybrid (some remote, leans heavy to in-person)",Software Development,France,Western/Northern Europe,France,True,"Developer, full-stack","Developer, full-stack",Engineering,6.0,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,5.0,True,False,True,True,False,True,False,True,False,False,True,False,False,False,11.71025877938462
16779,25-34 years old,Some college/university study without earning a degree,Employed,,20.0,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Software Development,Brazil,BRL Brazilian real,C#;HTML/CSS;JavaScript;Python;Ruby;TypeScript,Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite;Supabase;Amazon Redshift,171115.0,BRL,Brazilian real,29.5,True,False,3.0,Some college/university study without earning a degree,Employed,True,False,10.0,1.0,Less than 20 employees,Individual contributor,0.0,3.0,Remote/flexible,Remote,Software Development,Brazil,Latin America,Brazil,False,"Developer, full-stack","Developer, full-stack",Engineering,6.0,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,8.0,True,True,True,True,True,True,False,False,True,False,False,False,True,False,12.050091124068059
16780,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,2.0,2.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Germany,EUR European Euro,C#;Python;SQL,Microsoft SQL Server,11601.0,EUR,European Euro,21.0,True,False,2.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,True,False,60.0,1.7781512503836436,20 to 99 employees,Individual contributor,0.0,1.0,Hybrid,"Hybrid (some remote, leans heavy to in-person)",Software Development,Germany,Western/Northern Europe,Germany,True,"Developer, full-stack","Developer, full-stack",Engineering,3.0,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,9.358846580275406
16794,25-34 years old,Some college/university study without earning a degree,Employed,4.0,12.0,"Developer, full-stack",Less than 20 employees,Individual contributor,In-person,Software Development,Brazil,BRL Brazilian real,Assembly;Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;JavaScript;Kotlin;Lua;PHP;Python;SQL;Swift,,8738.0,BRL,Brazilian real,29.5,True,False,3.0,Some college/university study without earning a degree,Employed,True,False,10.0,1.0,Less than 20 employees,Individual contributor,0.0,0.0,In-person,In-person,Software Development,Brazil,Latin America,Brazil,False,"Developer, full-stack","Developer, full-stack",Engineering,14.0,True,True,True,True,True,False,True,True,False,False,True,True,True,True,False,True,,False,,,,,,,,,,,,,False,9.075436609511382
16798,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,14.0,"Developer, mobile",I don't know,,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,France,EUR European Euro,Bash/Shell (all shells);Dart;Kotlin;Swift,,81210.0,EUR,European Euro,29.5,True,False,6.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,True,False,,,I don't know,Unknown,,2.0,Hybrid,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,France,Western/Northern Europe,France,True,"Developer, mobile","Developer, mobile",Engineering,4.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,False,,,,,,,,,,,,,False,11.304793671276457
16799,25-34 years old,"Associate degree (A.A., A.S., etc.)",Employed,10.0,14.0,"Developer, full-stack",Less than 20 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Fintech,United States of America,USD United States dollar,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;MySQL,80000.0,USD,United States dollar,29.5,True,False,4.0,"Associate degree (A.A., A.S., etc.)",Employed,True,False,10.0,1.0,Less than 20 employees,Individual contributor,0.0,3.0,Remote/flexible,"Your choice (very flexible, you can come in when you want or just as needed)",Fintech,United States,North America,United States,True,"Developer, full-stack","Developer, full-stack",Engineering,5.0,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,2.0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,11.289781913656018
16803,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,10.0,20.0,Engineering manager,Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);C;C++;Python,,95299.0,GBP,Pound sterling,29.5,True,False,7.0,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,True,False,10.0,1.0,Less than 20 employees,Individual contributor,0.0,1.0,Hybrid,"Hybrid (some remote, leans heavy to in-person)",Software Development,United Kingdom,Western/Northern Europe,United Kingdom,True,Engineering manager,Engineering manager,Management,4.0,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,,False,,,,,,,,,,,,,False,11.464774596407807
16817,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,3.0,5.0,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Energy,Poland,PLN Polish zloty,Bash/Shell (all shells);Java;PowerShell;SQL,Microsoft SQL Server;MongoDB;PostgreSQL,36841.0,PLN,Polish zloty,29.5,True,False,6.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,True,False,60.0,1.7781512503836436,20 to 99 employees,Individual contributor,0.0,3.0,Remote/flexible,Remote,Energy,Poland,Eastern Europe/Central Asia,Poland,False,"Developer, back-end","Developer, back-end",Engineering,4.0,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,3.0,True,True,False,False,False,True,True,False,False,False,False,False,False,False,10.514366634409093
16822,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,2.0,3.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Czech Republic,CZK Czech koruna,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;SQL,Microsoft SQL Server;Oracle;PostgreSQL,16850.0,CZK,Czech koruna,21.0,True,False,2.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,True,False,60.0,1.7781512503836436,20 to 99 employees,Individual contributor,0.0,1.0,Hybrid,"Hybrid (some remote, leans heavy to in-person)",Software Development,Czech Republic,Eastern Europe/Central Asia,Czech Republic,False,"Developer, full-stack","Developer, full-stack",Engineering,6.0,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,3.0,True,True,False,False,False,True,False,False,False,False,True,False,False,False,9.732105935780508
16832,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,15.0,"Developer, full-stack",Less than 20 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,France,EUR European Euro,GDScript;HTML/CSS;Python,PostgreSQL,44086.0,EUR,European Euro,29.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,10.0,1.0,Less than 20 employees,Individual contributor,0.0,3.0,Remote/flexible,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,France,Western/Northern Europe,France,True,"Developer, full-stack","Developer, full-stack",Engineering,3.0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,10.693897550716283
16848,35-44 years old,"Associate degree (A.A., A.S., etc.)",Employed,15.0,17.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Government,Canada,CAD Canadian dollar,C#;SQL,Microsoft SQL Server,75147.0,CAD,Canadian dollar,39.5,True,False,4.0,"Associate degree (A.A., A.S., etc.)",Employed,True,False,60.0,1.7781512503836436,20 to 99 employees,Individual contributor,0.0,2.0,Hybrid,"Hybrid (some in-person, leans heavy to flexibility)",Government,Canada,North America,Canada,False,"Developer, full-stack","Developer, full-stack",Engineering,2.0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,11.227201474224609
1685,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,9.0,10.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,United States of America,USD United States dollar,HTML/CSS;JavaScript;Ruby;SQL,PostgreSQL;SQLite,131000.0,USD,United States dollar,29.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,60.0,1.7781512503836436,20 to 99 employees,Individual contributor,0.0,2.0,Hybrid,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,United States,North America,United States,True,"Developer, full-stack","Developer, full-stack",Engineering,4.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,11.782952602183288
16856,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,14.0,28.0,"Senior executive (C-suite, VP, etc.)",20 to 99 employees,People manager,Remote,Software Development,Portugal,EUR European Euro,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,Elasticsearch;MariaDB;PostgreSQL;Redis;SQLite;Clickhouse,139218.0,EUR,European Euro,39.5,True,False,6.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,True,False,60.0,1.7781512503836436,20 to 99 employees,People manager,1.0,3.0,Remote/flexible,Remote,Software Development,Portugal,Southern Europe,Portugal,True,"Senior executive (C-suite, VP, etc.)","Senior executive (C-suite, VP, etc.)",Management,8.0,True,True,True,True,True,False,True,True,False,True,False,False,True,False,False,False,6.0,True,True,False,True,True,False,False,True,True,False,False,False,False,False,11.843796328867422
16861,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",8.0,16.0,"Developer, full-stack",,,,Software Development,Netherlands,EUR European Euro,Bash/Shell (all shells);HTML/CSS;Python;SQL;TypeScript,Dynamodb;PostgreSQL;SQLite,41765.0,EUR,European Euro,29.5,True,False,6.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Self-employed,False,True,,,Not applicable,Not applicable,,,Not applicable,Not applicable,Software Development,Netherlands,Western/Northern Europe,Netherlands,True,"Developer, full-stack","Developer, full-stack",Engineering,5.0,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,3.0,True,True,False,True,False,False,False,False,False,True,False,False,False,False,10.639813947190007
16869,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,12.0,16.0,"Architect, software or solutions","10,000 or more employees",Individual contributor,Remote,Software Development,India,INR Indian rupee,HTML/CSS;Java;JavaScript,,120889.0,INR,Indian rupee,29.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,15000.0,4.176091259055681,"10,000 or more employees",Individual contributor,0.0,3.0,Remote/flexible,Remote,Software Development,India,South Asia,India,False,"Architect, software or solutions","Architect, software or solutions",Other,3.0,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,False,,,,,,,,,,,,,False,11.70262804817903
16890,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,8.0,"Developer, desktop or enterprise applications",Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL,MariaDB,44246.0,GBP,Pound sterling,21.0,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,10.0,1.0,Less than 20 employees,Individual contributor,0.0,1.0,Hybrid,"Hybrid (some remote, leans heavy to in-person)",Software Development,United Kingdom,Western/Northern Europe,United Kingdom,True,"Developer, desktop or enterprise applications","Developer, desktop or enterprise applications",Engineering,7.0,True,True,True,True,True,False,False,False,True,False,True,False,True,False,False,False,1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,10.697520250869932
16910,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,6.0,DevOps engineer or professional,20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Energy,Switzerland,CHF Swiss franc,Bash/Shell (all shells);Dart;Groovy;Java;Kotlin;PowerShell;TypeScript,Elasticsearch;H2;PostgreSQL,130193.0,CHF,Swiss franc,29.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,60.0,1.7781512503836436,20 to 99 employees,Individual contributor,0.0,1.0,Hybrid,"Hybrid (some remote, leans heavy to in-person)",Energy,Switzerland,Western/Northern Europe,Switzerland,True,DevOps engineer or professional,DevOps engineer or professional,Infrastructure,7.0,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,3.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,11.77677324387044
16915,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,17.0,25.0,DevOps engineer or professional,20 to 99 employees,Individual contributor,Remote,Manufacturing,United States of America,USD United States dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,MySQL;PostgreSQL;Redis;SQLite,200000.0,USD,United States dollar,39.5,True,False,6.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,True,False,60.0,1.7781512503836436,20 to 99 employees,Individual contributor,0.0,3.0,Remote/flexible,Remote,Manufacturing,United States,North America,United States,True,DevOps engineer or professional,DevOps engineer or professional,Infrastructure,8.0,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,4.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,12.206072645530174
16929,25-34 years old,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",3.0,4.0,"Developer, front-end","Just me - I am a freelancer, sole proprietor, etc.",,,Software Development,Kenya,USD United States dollar,C;Go;HTML/CSS;JavaScript;Lua;Python;TypeScript,MongoDB;SQLite;Supabase;Pocketbase,300000.0,USD,United States dollar,29.5,True,False,3.0,Some college/university study without earning a degree,Self-employed,False,False,1.0,0.0,"Just me - I am a freelancer, sole proprietor, etc.",Unknown,,,Unknown,Unknown,Software Development,Kenya,Sub-Saharan Africa,Other: Sub-Saharan Africa,True,"Developer, front-end","Developer, front-end",Engineering,7.0,True,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,4.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,12.611537753638338
1694,18-24 years old,Some college/university study without earning a degree,Student,3.0,14.0,Data scientist,"1,000 to 4,999 employees",Individual contributor,Remote,Software Development,Germany,EUR European Euro,Bash/Shell (all shells);Python;SQL,Cassandra;Neo4J;PostgreSQL;Clickhouse,11601.0,EUR,European Euro,21.0,True,False,3.0,Some college/university study without earning a degree,Student,False,False,3000.0,3.4771212547196626,"1,000 to 4,999 employees",Individual contributor,0.0,3.0,Remote/flexible,Remote,Software Development,Germany,Western/Northern Europe,Germany,True,Data scientist,Data scientist,Data/AI,3.0,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,4.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,9.358846580275406
16945,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,27.0,20.0,Engineering manager,Less than 20 employees,,"Hybrid (some in-person, leans heavy to flexibility)",Computer Systems Design and Services,United Kingdom of Great Britain and Northern Ireland,EUR European Euro,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;VBA,Microsoft SQL Server;MySQL;SQLite,174022.0,EUR,European Euro,49.5,True,True,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,10.0,1.0,Less than 20 employees,Unknown,,2.0,Hybrid,"Hybrid (some in-person, leans heavy to flexibility)",Computer Systems Design and Services,United Kingdom,Western/Northern Europe,United Kingdom,True,Engineering manager,Engineering manager,Management,8.0,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,3.0,True,False,True,True,False,True,False,False,False,False,False,False,False,False,12.06693700698582
1695,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,5.0,"Architect, software or solutions",Less than 20 employees,People manager,Remote,Fintech,Ghana,GHS Ghanaian cedi,Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;Kotlin;PowerShell;Python;TypeScript,Cloud Firestore;Firebase Realtime Database;Neo4J;PostgreSQL;Supabase,8121.0,GHS,Ghanaian cedi,29.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,10.0,1.0,Less than 20 employees,People manager,1.0,3.0,Remote/flexible,Remote,Fintech,Ghana,Sub-Saharan Africa,Other: Sub-Saharan Africa,False,"Architect, software or solutions","Architect, software or solutions",Other,8.0,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,True,5.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,9.002208578282412
1696,55-64 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,30.0,40.0,"Developer, full-stack","5,000 to 9,999 employees",Individual contributor,Remote,Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);C#;HTML/CSS;PowerShell;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;Redis,300000.0,USD,United States dollar,59.5,True,False,5.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed,True,False,7500.0,3.8750612633917,"5,000 to 9,999 employees",Individual contributor,0.0,3.0,Remote/flexible,Remote,Software Development,United States,North America,United States,True,"Developer, full-stack","Developer, full-stack",Engineering,6.0,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,3.0,True,False,False,False,True,True,False,False,True,False,False,False,False,False,12.611537753638338
16968,25-34 years old,Some college/university study without earning a degree,Employed,10.0,15.0,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Software Development,Bulgaria,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL,Cosmos DB;MySQL;PostgreSQL;Redis;SQLite,87011.0,EUR,European Euro,29.5,True,False,3.0,Some college/university study without earning a degree,Employed,True,False,60.0,1.7781512503836436,20 to 99 employees,Individual contributor,0.0,3.0,Remote/flexible,Remote,Software Development,Bulgaria,Eastern Europe/Central Asia,Other: Eastern Europe/Central Asia,True,"Developer, back-end","Developer, back-end",Engineering,6.0,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,11.373789826425874
16978,45-54 years old,Some college/university study without earning a degree,Employed,27.0,27.0,"Developer, full-stack",500 to 999 employees,Individual contributor,Remote,Manufacturing,United States of America,USD United States dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL,MySQL,112500.0,USD,United States dollar,49.5,True,False,3.0,Some college/university study without earning a degree,Employed,True,False,750.0,2.8750612633917,500 to 999 employees,Individual contributor,0.0,3.0,Remote/flexible,Remote,Manufacturing,United States,North America,United States,True,"Developer, full-stack","Developer, full-stack",Engineering,5.0,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,1.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,11.630708500626612
16979,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12.0,12.0,"Developer, full-stack",100 to 499 employees,People manager,Remote,Manufacturing,United States of America,USD United States dollar,C;C#;C++;HTML/CSS;JavaScript;PowerShell;Python;TypeScript,InfluxDB;MongoDB;Redis,140000.0,USD,United States dollar,29.5,True,False,6.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,True,False,300.0,2.4771212547196626,100 to 499 employees,People manager,1.0,3.0,Remote/flexible,Remote,Manufacturing,United States,North America,United States,True,"Developer, full-stack","Developer, full-stack",Engineering,8.0,True,True,True,False,True,True,False,True,False,True,True,False,False,True,False,False,3.0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,11.84939770159144
1698,25-34 years old,Some college/university study without earning a degree,Employed,9.0,9.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Rust;SQL;TypeScript,PostgreSQL;Redis,230000.0,USD,United States dollar,29.5,True,False,3.0,Some college/university study without earning a degree,Employed,True,False,60.0,1.7781512503836436,20 to 99 employees,Individual contributor,0.0,3.0,Remote/flexible,Remote,Software Development,United States,North America,United States,True,"Developer, full-stack","Developer, full-stack",Engineering,7.0,True,True,True,True,False,True,True,False,False,False,False,True,False,False,True,False,2.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,12.345834587905333
16986,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,1.0,5.0,"Developer, full-stack",100 to 499 employees,Individual contributor,In-person,Software Development,Poland,PLN Polish zloty,Bash/Shell (all shells);C;GDScript;HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;SQL,MySQL;PostgreSQL;SQLite,27836.0,PLN,Polish zloty,21.0,True,False,2.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,True,False,300.0,2.4771212547196626,100 to 499 employees,Individual contributor,0.0,0.0,In-person,In-person,Software Development,Poland,Eastern Europe/Central Asia,Poland,False,"Developer, full-stack","Developer, full-stack",Engineering,10.0,True,True,True,True,True,False,True,False,True,True,False,False,False,True,True,False,3.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,10.234085425964741
